epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8170827627182007,0.570528507232666,1e-04,0.9674744606018066,0.16207429766654968
1,0.9638875722885132,0.1397465318441391,1e-04,0.9636479616165161,0.1661343276500702
2,0.9792746305465698,0.09007921069860458,1e-04,0.8730867505073547,0.5538207292556763
3,0.9814727306365967,0.07357084006071091,1e-04,0.9330357313156128,0.36241960525512695
