epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7663947939872742,0.5025306344032288,1e-04,0.8346354365348816,0.39561736583709717
1,0.8489396572113037,0.3534903824329376,1e-04,0.8697916865348816,0.326880544424057
2,0.8610114455223083,0.3188769221305847,1e-04,0.87109375,0.29376551508903503
3,0.8750407695770264,0.3054297864437103,1e-04,0.8802083134651184,0.29077115654945374
4,0.8753670454025269,0.28141912817955017,1e-04,0.8723958134651184,0.29556533694267273
5,0.88646000623703,0.27247753739356995,1e-04,0.8854166865348816,0.2855759859085083
6,0.8884176015853882,0.2607215642929077,1e-04,0.8763020634651184,0.2912271022796631
7,0.8910277485847473,0.2600633203983307,1e-04,0.8776041865348816,0.2904397249221802
8,0.88646000623703,0.24454547464847565,1e-04,0.84375,0.34303975105285645
